city,grid_x,grid_y,building_density,avg_building_height,terrain_complexity,no_fly_zone,min_lon,max_lon,min_lat,max_lat
Shanghai,2,30,0.248,16.18,3.67,0,121.402,121.403,31.23,31.231
Shanghai,2,31,0.2563,8.42,2.37,0,121.402,121.403,31.231,31.232
Shanghai,2,32,0.2338,10.86,3.93,0,121.402,121.403,31.232,31.233
Shanghai,2,33,0.2432,2.91,5.88,0,121.402,121.403,31.233,31.234
Shanghai,2,34,0.0613,4.75,2.67,0,121.402,121.403,31.234,31.235
Shanghai,2,35,0.0904,5.34,3.25,0,121.402,121.403,31.235,31.236
Shanghai,2,36,0.0988,0.0,2.73,0,121.402,121.403,31.236,31.237
Shanghai,2,37,0.0057,0.0,3.23,0,121.402,121.403,31.237,31.238
Shanghai,2,38,0.2193,14.49,6.67,0,121.402,121.403,31.238,31.239
Shanghai,2,39,0.2808,7.06,3.5,0,121.402,121.403,31.239,31.24
Shanghai,2,40,0.2689,0.0,2.09,0,121.402,121.403,31.24,31.241
Shanghai,2,41,0.1611,0.64,3.02,0,121.402,121.403,31.241,31.242
Shanghai,2,42,0.1295,0.0,2.36,0,121.402,121.403,31.242,31.243
Shanghai,2,43,0.0709,3.55,4.36,0,121.402,121.403,31.243,31.244
Shanghai,2,44,0.08,0.07,0.7,0,121.402,121.403,31.244,31.245
Shanghai,2,45,0.0,1.6,3.88,0,121.402,121.403,31.245,31.246
Shanghai,2,46,0.0443,4.0,5.7,0,121.402,121.403,31.246,31.247
Shanghai,2,47,0.0033,4.11,7.38,0,121.402,121.403,31.247,31.248
Shanghai,2,48,0.2417,9.37,6.34,0,121.402,121.403,31.248,31.249
Shanghai,2,49,0.3672,12.28,5.58,0,121.402,121.403,31.249,31.25
Shanghai,3,0,0.05,0.0,2.58,0,121.403,121.404,31.2,31.201
Shanghai,3,1,0.477,16.85,6.55,1,121.403,121.404,31.201,31.202
Shanghai,3,2,0.453,8.49,5.46,0,121.403,121.404,31.202,31.203
Shanghai,3,3,0.064,2.95,3.32,0,121.403,121.404,31.203,31.204
Shanghai,3,4,0.3682,12.78,4.59,0,121.403,121.404,31.204,31.205
Shanghai,3,5,0.0,0.0,7.49,0,121.403,121.404,31.205,31.206
Shanghai,3,6,0.0769,0.0,2.99,0,121.403,121.404,31.206,31.207
Shanghai,3,7,0.2954,15.66,4.41,0,121.403,121.404,31.207,31.208
Shanghai,3,8,0.2567,6.45,5.35,0,121.403,121.404,31.208,31.209
Shanghai,3,9,0.3194,6.88,1.83,0,121.403,121.404,31.209,31.21
Shanghai,3,10,0.0775,0.0,5.43,0,121.403,121.404,31.21,31.211
Shanghai,3,11,0.0323,0.0,3.58,0,121.403,121.404,31.211,31.212
Shanghai,3,12,0.329,5.61,2.96,0,121.403,121.404,31.212,31.213
Shanghai,3,13,0.3268,11.89,7.84,0,121.403,121.404,31.213,31.214
Shanghai,3,14,0.1336,12.55,5.63,0,121.403,121.404,31.214,31.215
Shanghai,3,15,0.2722,8.62,5.21,0,121.403,121.404,31.215,31.216
Shanghai,3,16,0.2241,4.6,8.04,0,121.403,121.404,31.216,31.217
Shanghai,3,17,0.1823,10.08,3.67,0,121.403,121.404,31.217,31.218
Shanghai,3,18,0.4622,13.09,5.21,0,121.403,121.404,31.218,31.219
Shanghai,3,19,0.5355,12.75,5.12,0,121.403,121.404,31.219,31.22
Shanghai,3,20,0.3861,10.86,3.86,0,121.403,121.404,31.22,31.221
Shanghai,3,21,0.0634,13.59,5.47,0,121.403,121.404,31.221,31.222
Shanghai,3,22,0.2687,16.19,1.18,0,121.403,121.404,31.222,31.223
Shanghai,3,23,0.5469,14.25,8.58,0,121.403,121.404,31.223,31.224
Shanghai,3,24,0.3304,9.04,4.33,0,121.403,121.404,31.224,31.225
Shanghai,3,25,0.4257,14.99,3.66,0,121.403,121.404,31.225,31.226
Shanghai,3,26,0.3149,5.74,2.82,0,121.403,121.404,31.226,31.227
Shanghai,3,27,0.3417,12.92,7.01,0,121.403,121.404,31.227,31.228
Shanghai,3,28,0.0,0.0,6.29,0,121.403,121.404,31.228,31.229
Shanghai,3,29,0.4935,18.7,1.64,0,121.403,121.404,31.229,31.23
Shanghai,3,30,0.1828,2.42,5.59,0,121.403,121.404,31.23,31.231
Shanghai,3,31,0.0969,0.0,0.0,0,121.403,121.404,31.231,31.232
Shanghai,3,32,0.2305,5.19,5.07,0,121.403,121.404,31.232,31.233
Shanghai,3,33,0.708,25.36,9.11,0,121.403,121.404,31.233,31.234
Shanghai,3,34,0.2579,16.06,5.66,0,121.403,121.404,31.234,31.235
Shanghai,3,35,0.3189,16.92,6.81,0,121.403,121.404,31.235,31.236
Shanghai,3,36,0.2879,6.66,2.96,0,121.403,121.404,31.236,31.237
Shanghai,3,37,0.1781,3.61,6.58,0,121.403,121.404,31.237,31.238
Shanghai,3,38,0.2264,14.56,1.15,0,121.403,121.404,31.238,31.239
Shanghai,3,39,0.2045,3.62,6.14,0,121.403,121.404,31.239,31.24
Shanghai,3,40,0.0,0.0,5.29,0,121.403,121.404,31.24,31.241
Shanghai,3,41,0.0,2.3,6.44,0,121.403,121.404,31.241,31.242
Shanghai,3,42,0.4968,27.03,4.33,0,121.403,121.404,31.242,31.243
Shanghai,3,43,0.0811,4.6,5.06,0,121.403,121.404,31.243,31.244
Shanghai,3,44,0.0,6.24,2.68,1,121.403,121.404,31.244,31.245
Shanghai,3,45,0.2463,6.58,2.73,0,121.403,121.404,31.245,31.246
Shanghai,3,46,0.0769,2.81,3.97,0,121.403,121.404,31.246,31.247
Shanghai,3,47,0.3308,11.65,6.55,0,121.403,121.404,31.247,31.248
Shanghai,3,48,0.1972,10.44,4.84,0,121.403,121.404,31.248,31.249
Shanghai,3,49,0.28,11.11,0.0,0,121.403,121.404,31.249,31.25
Shanghai,4,0,0.0,0.0,4.72,0,121.404,121.405,31.2,31.201
Shanghai,4,1,0.347,13.65,6.95,0,121.404,121.405,31.201,31.202
Shanghai,4,2,0.0,0.76,4.11,0,121.404,121.405,31.202,31.203
Shanghai,4,3,0.142,11.63,5.75,0,121.404,121.405,31.203,31.204
Shanghai,4,4,0.3583,15.63,6.7,1,121.404,121.405,31.204,31.205
Shanghai,4,5,0.4597,27.58,1.65,0,121.404,121.405,31.205,31.206
Shanghai,4,6,0.305,0.0,3.98,0,121.404,121.405,31.206,31.207
Shanghai,4,7,0.1572,1.64,5.14,0,121.404,121.405,31.207,31.208
Shanghai,4,8,0.2136,10.19,4.71,0,121.404,121.405,31.208,31.209
Shanghai,4,9,0.2428,5.52,4.35,0,121.404,121.405,31.209,31.21
Shanghai,4,10,0.1216,0.0,7.68,0,121.404,121.405,31.21,31.211
Shanghai,4,11,0.2173,3.85,5.5,0,121.404,121.405,31.211,31.212
Shanghai,4,12,0.2869,12.66,6.28,0,121.404,121.405,31.212,31.213
Shanghai,4,13,0.3961,0.34,8.43,0,121.404,121.405,31.213,31.214
Shanghai,4,14,0.6928,21.85,7.41,0,121.404,121.405,31.214,31.215
Shanghai,4,15,0.5203,6.96,2.69,0,121.404,121.405,31.215,31.216
Shanghai,4,16,0.2237,9.81,7.3,0,121.404,121.405,31.216,31.217
Shanghai,4,17,0.0255,3.76,3.24,1,121.404,121.405,31.217,31.218
Shanghai,4,18,0.3885,13.25,8.76,0,121.404,121.405,31.218,31.219
Shanghai,4,19,0.1077,9.07,3.13,0,121.404,121.405,31.219,31.22
Shanghai,4,20,0.1551,2.42,9.29,0,121.404,121.405,31.22,31.221
Shanghai,4,21,0.2244,8.42,4.23,0,121.404,121.405,31.221,31.222
Shanghai,4,22,0.416,8.38,2.74,0,121.404,121.405,31.222,31.223
Shanghai,4,23,0.2528,5.13,4.75,0,121.404,121.405,31.223,31.224
Shanghai,4,24,0.3997,18.02,5.65,0,121.404,121.405,31.224,31.225
Shanghai,4,25,0.5803,22.7,3.85,0,121.404,121.405,31.225,31.226
Shanghai,4,26,0.2635,0.0,4.79,0,121.404,121.405,31.226,31.227
Shanghai,4,27,0.187,0.3,6.07,0,121.404,121.405,31.227,31.228
Shanghai,4,28,0.0,5.79,4.59,0,121.404,121.405,31.228,31.229
Shanghai,4,29,0.1752,4.36,4.28,0,121.404,121.405,31.229,31.23
Shanghai,4,30,0.2115,9.05,7.86,0,121.404,121.405,31.23,31.231
Shanghai,4,31,0.1812,0.0,4.91,0,121.404,121.405,31.231,31.232
Shanghai,4,32,0.0,0.0,5.07,0,121.404,121.405,31.232,31.233
Shanghai,4,33,0.2346,1.08,3.36,0,121.404,121.405,31.233,31.234
Shanghai,4,34,0.2407,11.22,1.68,0,121.404,121.405,31.234,31.235
Shanghai,4,35,0.2604,9.42,6.38,0,121.404,121.405,31.235,31.236
Shanghai,4,36,0.3888,4.06,4.77,0,121.404,121.405,31.236,31.237
Shanghai,4,37,0.0964,5.29,6.41,0,121.404,121.405,31.237,31.238
Shanghai,4,38,0.3983,19.49,3.81,0,121.404,121.405,31.238,31.239
Shanghai,4,39,0.0734,3.32,7.62,0,121.404,121.405,31.239,31.24
Shanghai,4,40,0.3331,7.26,7.5,0,121.404,121.405,31.24,31.241
Shanghai,4,41,0.2103,2.18,6.1,0,121.404,121.405,31.241,31.242
Shanghai,4,42,0.0143,7.59,3.46,0,121.404,121.405,31.242,31.243
Shanghai,4,43,0.0663,0.0,3.04,0,121.404,121.405,31.243,31.244
Shanghai,4,44,0.0,1.45,0.05,0,121.404,121.405,31.244,31.245
Shanghai,4,45,0.4784,20.89,4.71,0,121.404,121.405,31.245,31.246
Shanghai,4,46,0.0471,0.01,0.8,0,121.404,121.405,31.246,31.247
Shanghai,4,47,0.2746,6.66,3.8,1,121.404,121.405,31.247,31.248
Shanghai,4,48,0.1769,7.69,0.2,0,121.404,121.405,31.248,31.249
Shanghai,4,49,0.1984,10.57,3.65,0,121.404,121.405,31.249,31.25
Shanghai,5,0,0.0,0.53,4.54,1,121.405,121.406,31.2,31.201
Shanghai,5,1,0.088,6.61,1.41,0,121.405,121.406,31.201,31.202
Shanghai,5,2,0.3914,17.17,5.55,0,121.405,121.406,31.202,31.203
Shanghai,5,3,0.3361,5.76,2.56,0,121.405,121.406,31.203,31.204
Shanghai,5,4,0.2815,6.79,4.36,0,121.405,121.406,31.204,31.205
Shanghai,5,5,0.2442,12.11,2.6,0,121.405,121.406,31.205,31.206
Shanghai,5,6,0.05,0.0,4.35,0,121.405,121.406,31.206,31.207
Shanghai,5,7,0.5284,14.78,4.09,0,121.405,121.406,31.207,31.208
Shanghai,5,8,0.3475,7.31,1.38,0,121.405,121.406,31.208,31.209
Shanghai,5,9,0.1927,9.12,2.11,0,121.405,121.406,31.209,31.21
Shanghai,5,10,0.4678,5.2,6.31,0,121.405,121.406,31.21,31.211
Shanghai,5,11,0.4375,13.15,9.19,1,121.405,121.406,31.211,31.212
Shanghai,5,12,0.0318,2.56,6.27,0,121.405,121.406,31.212,31.213
Shanghai,5,13,0.3213,10.64,3.79,0,121.405,121.406,31.213,31.214
Shanghai,5,14,0.0,0.0,6.25,0,121.405,121.406,31.214,31.215
Shanghai,5,15,0.5588,23.81,4.56,0,121.405,121.406,31.215,31.216
Shanghai,5,16,0.4886,17.22,1.48,0,121.405,121.406,31.216,31.217
Shanghai,5,17,0.3894,10.89,0.71,0,121.405,121.406,31.217,31.218
Shanghai,5,18,0.0028,0.0,6.29,0,121.405,121.406,31.218,31.219
Shanghai,5,19,0.0498,0.0,4.72,0,121.405,121.406,31.219,31.22
Shanghai,5,20,0.1101,2.18,3.55,0,121.405,121.406,31.22,31.221
Shanghai,5,21,0.3614,3.07,2.46,0,121.405,121.406,31.221,31.222
Shanghai,5,22,0.4183,8.94,2.87,0,121.405,121.406,31.222,31.223
Shanghai,5,23,0.3966,13.96,3.66,0,121.405,121.406,31.223,31.224
Shanghai,5,24,0.2201,4.36,9.65,0,121.405,121.406,31.224,31.225
Shanghai,5,25,0.0577,0.0,5.48,0,121.405,121.406,31.225,31.226
Shanghai,5,26,0.4109,15.97,4.76,0,121.405,121.406,31.226,31.227
Shanghai,5,27,0.4536,17.56,3.15,0,121.405,121.406,31.227,31.228
Shanghai,5,28,0.1037,9.35,5.72,0,121.405,121.406,31.228,31.229
Shanghai,5,29,0.2023,12.64,4.53,0,121.405,121.406,31.229,31.23
Shanghai,5,30,0.1516,9.16,6.55,0,121.405,121.406,31.23,31.231
Shanghai,5,31,0.1257,11.51,4.91,0,121.405,121.406,31.231,31.232
Shanghai,5,32,0.2957,9.12,6.41,0,121.405,121.406,31.232,31.233
Shanghai,5,33,0.0054,0.0,1.22,0,121.405,121.406,31.233,31.234
Shanghai,5,34,0.3981,19.54,3.42,0,121.405,121.406,31.234,31.235
Shanghai,5,35,0.5719,12.02,6.4,1,121.405,121.406,31.235,31.236
Shanghai,5,36,0.0,1.97,2.6,0,121.405,121.406,31.236,31.237
Shanghai,5,37,0.1899,0.0,7.66,0,121.405,121.406,31.237,31.238
Shanghai,5,38,0.4175,20.18,6.66,0,121.405,121.406,31.238,31.239
Shanghai,5,39,0.3125,0.0,4.97,0,121.405,121.406,31.239,31.24
Shanghai,5,40,0.1575,9.5,6.85,0,121.405,121.406,31.24,31.241
Shanghai,5,41,0.419,17.04,5.07,0,121.405,121.406,31.241,31.242
Shanghai,5,42,0.1499,0.0,1.76,0,121.405,121.406,31.242,31.243
Shanghai,5,43,0.0774,0.0,3.86,0,121.405,121.406,31.243,31.244
Shanghai,5,44,0.0,7.87,3.54,0,121.405,121.406,31.244,31.245
Shanghai,5,45,0.1521,4.12,6.02,0,121.405,121.406,31.245,31.246
Shanghai,5,46,0.0,0.0,0.09,0,121.405,121.406,31.246,31.247
Shanghai,5,47,0.3356,12.62,7.08,0,121.405,121.406,31.247,31.248
Shanghai,5,48,0.1136,8.53,3.4,0,121.405,121.406,31.248,31.249
Shanghai,5,49,0.1742,0.0,2.61,0,121.405,121.406,31.249,31.25
Shanghai,6,0,0.2221,7.03,5.19,0,121.406,121.407,31.2,31.201
Shanghai,6,1,0.0,2.45,2.16,0,121.406,121.407,31.201,31.202
Shanghai,6,2,0.0,4.92,3.53,0,121.406,121.407,31.202,31.203
Shanghai,6,3,0.1305,11.82,5.29,0,121.406,121.407,31.203,31.204
Shanghai,6,4,0.3288,3.98,2.42,0,121.406,121.407,31.204,31.205
Shanghai,6,5,0.3992,9.02,1.76,0,121.406,121.407,31.205,31.206
Shanghai,6,6,0.0058,9.42,5.15,0,121.406,121.407,31.206,31.207
Shanghai,6,7,0.1112,5.61,2.79,0,121.406,121.407,31.207,31.208
Shanghai,6,8,0.159,0.0,4.01,0,121.406,121.407,31.208,31.209
Shanghai,6,9,0.4385,17.26,6.65,0,121.406,121.407,31.209,31.21
Shanghai,6,10,0.3752,12.31,4.72,0,121.406,121.407,31.21,31.211
Shanghai,6,11,0.4732,24.66,4.38,0,121.406,121.407,31.211,31.212
Shanghai,6,12,0.457,14.02,8.35,0,121.406,121.407,31.212,31.213
Shanghai,6,13,0.2426,9.06,2.46,0,121.406,121.407,31.213,31.214
Shanghai,6,14,0.2448,4.7,4.52,0,121.406,121.407,31.214,31.215
Shanghai,6,15,0.3385,15.55,6.39,0,121.406,121.407,31.215,31.216
Shanghai,6,16,0.0809,9.71,2.68,0,121.406,121.407,31.216,31.217
Shanghai,6,17,0.1332,0.0,4.4,0,121.406,121.407,31.217,31.218
Shanghai,6,18,0.2825,16.67,5.52,0,121.406,121.407,31.218,31.219
Shanghai,6,19,0.0,5.41,2.31,0,121.406,121.407,31.219,31.22
Shanghai,6,20,0.2476,6.83,5.56,0,121.406,121.407,31.22,31.221
Shanghai,6,21,0.5391,15.55,4.59,0,121.406,121.407,31.221,31.222
Shanghai,6,22,0.3291,3.17,4.45,0,121.406,121.407,31.222,31.223
Shanghai,6,23,0.5024,11.08,3.18,0,121.406,121.407,31.223,31.224
Shanghai,6,24,0.1626,6.38,5.32,0,121.406,121.407,31.224,31.225
Shanghai,6,25,0.5101,15.6,5.61,0,121.406,121.407,31.225,31.226
Shanghai,6,26,0.3177,8.26,5.13,0,121.406,121.407,31.226,31.227
Shanghai,6,27,0.2967,5.31,4.26,0,121.406,121.407,31.227,31.228
Shanghai,6,28,0.1971,3.09,5.27,0,121.406,121.407,31.228,31.229
Shanghai,6,29,0.3567,15.52,8.04,0,121.406,121.407,31.229,31.23
Shanghai,6,30,0.5315,10.32,7.53,0,121.406,121.407,31.23,31.231
Shanghai,6,31,0.3171,4.93,4.06,0,121.406,121.407,31.231,31.232
Shanghai,6,32,0.3048,0.0,8.19,0,121.406,121.407,31.232,31.233
Shanghai,6,33,0.0902,4.68,7.27,0,121.406,121.407,31.233,31.234
Shanghai,6,34,0.3374,14.78,9.99,0,121.406,121.407,31.234,31.235
Shanghai,6,35,0.1719,4.67,3.34,0,121.406,121.407,31.235,31.236
Shanghai,6,36,0.4139,6.58,3.21,0,121.406,121.407,31.236,31.237
Shanghai,6,37,0.1798,13.88,5.78,0,121.406,121.407,31.237,31.238
Shanghai,6,38,0.4933,16.92,9.14,0,121.406,121.407,31.238,31.239
Shanghai,6,39,0.2793,6.9,8.49,1,121.406,121.407,31.239,31.24
